Term1_avg,Term2_avg,Seq5_score,Attendance_percentage,Study_hours_per_day,Homework_completion,Extra_lessons,Class_participation,Sleep_hours,Parental_support,Teacher_quality,Peer_influence,Access_to_resources,Family_income,Internet_access,School_type,Learning_disabilities,Physical_activity,Pass
97,97,97,60,2.4285714285714284,85,1,1,5,1,1.0,0,1,1,1,1,0,4,0
50,50,50,84,1.7142857142857142,60,3,1,7,0,2.0,1,1,2,1,0,0,3,0
68,68,68,95,2.7142857142857144,95,3,1,9,2,1.0,2,2,2,1,0,0,4,1
68,68,68,87,2.4285714285714284,85,1,2,7,2,2.0,2,2,1,1,0,0,2,1
52,52,52,99,0.2857142857142857,10,0,0,9,1,1.0,1,0,1,1,0,0,4,0
91,91,91,63,4.571428571428571,160,2,1,8,1,0.0,2,2,2,0,0,1,5,1
84,84,84,96,3.857142857142857,135,1,1,7,2,1.0,1,0,2,1,0,0,3,1
76,76,76,93,2.5714285714285716,90,2,0,7,1,1.0,1,1,1,1,1,0,4,1
70,70,70,73,2.857142857142857,100,1,2,5,2,2.0,0,2,0,1,0,0,2,0
95,95,95,99,1.8571428571428572,65,0,1,6,0,1.0,2,2,0,0,0,0,4,1
63,63,63,72,4.285714285714286,150,1,1,6,2,1.0,1,2,0,1,0,0,3,1
67,67,67,96,4.428571428571429,155,2,1,8,1,1.0,1,0,1,1,1,0,3,1
98,98,98,95,3.0,105,1,0,7,0,2.0,2,0,0,1,0,0,2,1
53,53,53,90,3.7142857142857144,130,1,1,9,2,1.0,1,2,0,1,1,0,4,1
89,89,89,83,3.0,105,0,0,7,2,0.0,1,0,0,0,0,0,2,0
86,86,86,65,1.7142857142857142,60,1,1,6,1,1.0,2,0,1,1,0,0,3,0
95,95,95,81,2.5714285714285716,90,1,0,6,2,0.0,2,2,1,1,0,0,3,1
55,55,55,74,3.0,105,3,2,6,0,1.0,2,1,0,1,0,0,2,0
99,99,99,92,2.4285714285714284,85,1,1,7,1,1.0,1,1,1,1,0,0,2,1
51,51,51,90,2.7142857142857144,95,1,2,6,0,1.0,0,0,0,1,0,1,3,0
67,67,67,96,2.7142857142857144,95,4,1,5,1,1.0,1,2,2,1,1,0,1,1
54,54,54,61,2.857142857142857,100,2,1,9,2,1.0,2,2,2,1,1,0,4,0
53,53,53,92,2.857142857142857,100,2,1,7,1,2.0,2,0,1,1,1,0,2,1
98,98,98,98,2.0,70,0,1,7,0,2.0,2,1,1,0,0,0,3,1
86,86,86,92,2.2857142857142856,80,2,0,6,1,1.0,1,1,1,0,1,1,3,0
75,75,75,65,1.7142857142857142,60,0,2,5,1,1.0,0,2,2,1,1,0,2,0
55,55,55,63,3.7142857142857144,130,2,1,7,1,2.0,1,1,1,1,0,0,4,0
76,76,76,61,1.0,35,1,2,4,0,1.0,2,2,1,1,1,0,5,0
66,66,66,85,3.857142857142857,135,2,1,8,2,2.0,1,1,0,1,1,1,4,1
64,64,64,85,4.0,140,1,0,6,1,1.0,1,1,0,1,0,0,1,1
81,81,81,99,2.5714285714285716,90,1,0,7,1,1.0,1,2,1,1,0,0,3,1
90,90,90,76,0.5714285714285714,20,2,1,8,1,1.0,2,1,2,1,0,0,2,0
72,72,72,73,2.5714285714285716,90,1,0,7,1,1.0,1,2,1,1,1,1,1,0
75,75,75,85,2.857142857142857,100,1,0,5,0,1.0,1,1,1,1,0,0,2,0
83,83,83,93,2.0,70,4,0,9,1,1.0,1,0,1,1,0,0,2,1
56,56,56,97,2.4285714285714284,85,2,0,5,1,1.0,2,1,2,1,0,0,3,1
91,91,91,92,4.142857142857143,145,1,0,4,2,2.0,1,1,2,1,0,0,4,1
92,92,92,77,3.4285714285714284,120,0,2,8,0,1.0,1,1,2,1,0,0,3,0
77,77,77,85,2.0,70,2,1,5,2,2.0,2,2,0,1,0,0,3,1
59,59,59,94,1.4285714285714286,50,0,0,9,0,1.0,2,1,1,1,0,0,2,0
75,75,75,80,2.5714285714285716,90,2,1,8,0,1.0,0,2,1,0,0,0,4,0
55,55,55,69,2.7142857142857144,95,1,0,7,1,1.0,2,1,0,1,0,0,4,0
88,88,88,67,3.2857142857142856,115,2,1,6,0,1.0,1,1,1,1,1,0,4,0
66,66,66,60,2.4285714285714284,85,0,1,6,1,1.0,2,0,0,1,0,0,2,0
66,66,66,89,3.2857142857142856,115,0,0,6,2,2.0,2,2,0,1,1,0,3,1
97,97,97,64,4.571428571428571,160,1,1,6,0,0.0,1,0,1,1,0,0,5,0
71,71,71,70,3.5714285714285716,125,2,1,9,1,1.0,0,0,0,0,0,0,2,0
89,89,89,72,2.857142857142857,100,1,0,6,1,1.0,0,0,0,1,1,0,3,0
82,82,82,82,2.7142857142857144,95,2,2,8,1,1.0,2,1,1,1,1,0,3,1
66,66,66,76,2.5714285714285716,90,1,2,9,1,2.0,2,1,2,1,0,0,3,0
56,56,56,87,3.857142857142857,135,0,1,6,2,2.0,1,0,0,1,0,0,2,1
90,90,90,62,2.2857142857142856,80,2,0,8,0,1.0,1,1,2,1,0,0,2,0
88,88,88,65,2.857142857142857,100,0,1,6,2,2.0,0,1,1,1,0,1,4,0
58,58,58,80,2.857142857142857,100,0,0,7,1,1.0,1,2,1,0,0,0,2,0
62,62,62,73,2.4285714285714284,85,2,0,6,1,1.0,0,2,0,1,1,0,3,0
88,88,88,72,1.7142857142857142,60,2,2,6,1,1.0,2,1,2,1,0,0,3,0
99,99,99,63,3.142857142857143,110,3,0,7,1,1.0,1,1,1,1,1,0,4,0
92,92,92,96,2.857142857142857,100,0,1,5,0,1.0,1,1,1,1,0,0,3,1
84,84,84,88,3.2857142857142856,115,2,2,8,0,1.0,2,2,1,1,1,1,3,1
96,96,96,65,2.4285714285714284,85,2,0,5,1,2.0,2,1,1,1,0,0,3,0
64,64,64,63,3.857142857142857,135,1,1,5,2,2.0,2,1,2,0,0,0,4,0
50,50,50,99,2.142857142857143,75,4,2,7,0,1.0,2,2,0,0,0,0,2,1
66,66,66,87,4.285714285714286,150,1,0,6,2,1.0,1,2,1,1,0,0,4,1
99,99,99,77,1.4285714285714286,50,0,1,8,1,2.0,1,2,1,1,0,1,4,0
94,94,94,88,3.2857142857142856,115,3,0,7,2,1.0,2,2,0,0,1,0,1,1
53,53,53,90,3.2857142857142856,115,2,1,5,1,2.0,2,2,1,1,1,0,2,1
75,75,75,91,2.142857142857143,75,4,1,8,0,1.0,1,2,1,1,0,0,1,1
54,54,54,79,3.2857142857142856,115,2,1,7,2,1.0,1,1,0,1,1,0,4,1
89,89,89,77,4.0,140,3,1,7,0,1.0,2,2,0,1,0,1,3,1
69,69,69,60,1.0,35,0,0,10,1,1.0,2,2,0,1,1,0,3,0
96,96,96,97,3.2857142857142856,115,2,1,9,1,2.0,1,1,1,1,1,0,4,1
53,53,53,84,0.7142857142857143,25,1,0,7,1,2.0,2,1,0,0,0,0,3,0
87,87,87,68,2.0,70,2,2,5,2,1.0,2,0,1,1,0,0,3,0
70,70,70,97,4.285714285714286,150,0,1,5,2,1.0,2,2,2,1,0,0,2,1
63,63,63,97,2.4285714285714284,85,2,1,9,2,1.0,2,1,0,1,0,0,2,1
76,76,76,100,1.8571428571428572,65,0,1,6,2,0.0,2,1,0,0,0,0,5,1
74,74,74,95,2.7142857142857144,95,0,2,7,1,2.0,2,1,0,0,0,0,2,1
67,67,67,100,4.571428571428571,160,4,1,5,0,1.0,2,2,1,0,0,0,3,1
82,82,82,70,1.2857142857142858,45,2,0,8,2,2.0,0,1,2,0,0,0,2,0
83,83,83,94,2.0,70,2,2,9,1,2.0,2,1,0,1,0,0,3,1
54,54,54,93,4.142857142857143,145,4,1,9,0,2.0,2,1,0,0,0,0,3,1
80,80,80,69,4.428571428571429,155,4,0,6,1,1.0,0,0,1,1,0,0,2,1
86,86,86,64,2.7142857142857144,95,3,0,8,2,1.0,1,0,2,1,1,0,3,0
54,54,54,99,1.8571428571428572,65,3,2,7,0,1.0,0,1,2,1,0,0,3,0
83,83,83,72,4.714285714285714,165,3,0,8,2,2.0,1,1,0,1,1,0,4,1
90,90,90,95,4.285714285714286,150,3,1,7,1,1.0,1,1,1,1,0,0,1,1
92,92,92,60,3.4285714285714284,120,3,0,6,0,1.0,2,1,1,1,0,0,2,0
52,52,52,61,2.142857142857143,75,1,1,9,2,1.0,1,0,1,1,1,0,3,0
85,85,85,79,2.857142857142857,100,2,0,7,2,1.0,1,2,1,1,0,0,2,1
90,90,90,70,2.7142857142857144,95,2,0,6,1,1.0,2,1,0,1,1,0,3,0
70,70,70,88,3.142857142857143,110,3,1,7,1,1.0,2,0,0,1,0,0,2,1
77,77,77,83,4.142857142857143,145,1,2,6,1,1.0,1,0,1,1,0,0,4,1
63,63,63,63,3.5714285714285716,125,0,1,8,2,2.0,2,0,1,1,1,1,1,0
66,66,66,67,2.0,70,0,0,7,0,1.0,1,0,0,1,0,0,4,0
75,75,75,76,4.0,140,0,0,6,1,2.0,2,1,1,1,0,0,2,1
58,58,58,67,3.142857142857143,110,2,1,10,2,0.0,1,2,2,1,0,0,3,0
69,69,69,92,3.4285714285714284,120,2,1,5,1,1.0,0,1,1,1,1,0,4,1
65,65,65,77,4.142857142857143,145,1,1,8,1,1.0,1,1,1,1,0,0,3,1
62,62,62,64,1.8571428571428572,65,1,1,7,2,1.0,1,2,0,1,0,0,1,0
74,74,74,79,2.857142857142857,100,1,1,5,2,1.0,1,1,0,1,0,0,5,0
92,92,92,64,2.4285714285714284,85,0,1,6,2,1.0,2,2,1,1,1,0,1,0
62,62,62,65,1.5714285714285714,55,2,1,5,1,2.0,1,0,1,1,0,0,2,0
83,83,83,70,3.142857142857143,110,0,0,10,2,0.0,2,0,1,1,0,0,2,0
63,63,63,94,5.0,175,1,1,7,2,2.0,2,1,0,1,0,0,2,1
57,57,57,97,1.2857142857142858,45,4,1,7,0,2.0,1,1,1,1,0,0,5,0
97,97,97,93,2.857142857142857,100,1,1,10,1,1.0,1,2,0,1,0,0,2,1
82,82,82,73,3.4285714285714284,120,0,1,6,0,1.0,0,0,1,1,0,1,2,0
55,55,55,71,3.0,105,2,0,9,2,2.0,2,1,2,1,0,0,1,0
82,82,82,82,2.7142857142857144,95,2,0,8,2,1.0,0,1,0,1,1,0,4,1
59,59,59,89,1.7142857142857142,60,2,0,4,2,2.0,0,0,0,1,0,0,4,0
94,94,94,100,3.0,105,1,1,6,0,1.0,2,2,2,0,0,0,3,1
62,62,62,65,2.142857142857143,75,1,1,8,1,1.0,1,1,1,1,0,0,4,0
90,90,90,62,1.0,35,1,1,7,0,0.0,1,2,1,1,0,0,5,0
60,60,60,88,3.857142857142857,135,2,1,7,2,1.0,2,2,0,1,0,0,2,1
78,78,78,93,3.7142857142857144,130,2,1,6,1,1.0,1,1,1,1,0,0,3,1
96,96,96,94,2.857142857142857,100,2,1,6,0,1.0,0,1,1,1,1,0,3,1
65,65,65,87,3.0,105,2,2,7,0,1.0,0,1,1,1,0,1,3,0
54,54,54,98,3.7142857142857144,130,0,1,10,1,2.0,1,1,0,1,1,0,1,1
78,78,78,80,3.0,105,0,1,6,1,1.0,0,0,1,1,1,0,2,0
59,59,59,97,3.5714285714285716,125,0,0,6,2,2.0,2,2,0,1,0,0,2,1
86,86,86,99,2.5714285714285716,90,1,1,7,1,1.0,1,1,2,0,0,0,4,1
80,80,80,94,4.0,140,2,1,5,1,1.0,0,0,2,1,0,0,2,1
67,67,67,72,3.142857142857143,110,2,2,8,0,1.0,0,0,1,1,0,0,4,0
85,85,85,68,3.0,105,3,1,5,1,1.0,2,1,2,0,0,0,2,0
62,62,62,82,1.7142857142857142,60,2,0,5,2,1.0,2,0,1,1,0,0,4,0
96,96,96,78,3.142857142857143,110,0,1,5,1,1.0,1,1,0,1,0,0,3,0
67,67,67,95,2.142857142857143,75,3,2,5,0,1.0,2,0,1,1,0,0,3,0
88,88,88,64,2.2857142857142856,80,1,1,9,2,2.0,2,0,1,1,0,0,3,0
63,63,63,70,2.142857142857143,75,0,0,8,0,1.0,2,1,1,1,1,0,4,0
86,86,86,90,2.0,70,4,1,8,2,1.0,0,2,1,1,1,0,2,1
52,52,52,64,4.714285714285714,165,3,0,8,1,1.0,2,1,2,0,0,0,4,0
65,65,65,73,4.0,140,3,2,7,1,2.0,2,2,2,1,0,0,3,1
55,55,55,75,4.571428571428571,160,1,1,7,0,1.0,1,0,1,1,0,0,4,0
73,73,73,85,1.8571428571428572,65,3,2,9,0,2.0,2,2,1,1,0,0,2,1
72,72,72,66,2.857142857142857,100,1,0,9,2,2.0,2,0,1,1,0,0,1,0
68,68,68,94,1.7142857142857142,60,1,2,5,2,1.0,1,2,2,1,0,0,2,1
99,99,99,78,2.2857142857142856,80,0,0,10,1,1.0,2,2,0,1,0,0,4,0
62,62,62,97,2.0,70,1,1,5,0,1.0,1,2,1,0,0,1,4,0
90,90,90,79,3.857142857142857,135,3,0,6,2,2.0,2,2,1,1,0,0,4,1
72,72,72,71,2.5714285714285716,90,0,0,7,1,1.0,1,1,0,1,0,0,4,0
67,67,67,66,3.7142857142857144,130,3,2,7,1,1.0,0,1,1,1,0,0,4,0
60,60,60,60,3.4285714285714284,120,3,0,10,1,2.0,1,1,0,1,1,0,2,0
82,82,82,81,4.857142857142857,170,1,0,9,1,2.0,0,1,1,1,0,0,2,1
67,67,67,64,1.5714285714285714,55,1,2,8,1,1.0,1,0,1,0,0,1,2,0
91,91,91,76,4.0,140,0,1,9,1,2.0,1,1,0,1,1,0,3,1
98,98,98,84,3.857142857142857,135,0,1,8,1,1.0,1,1,0,1,0,0,4,1
61,61,61,71,2.0,70,0,0,6,2,1.0,2,0,0,1,0,0,3,0
56,56,56,67,3.7142857142857144,130,1,1,8,1,1.0,0,1,1,1,0,0,5,0
66,66,66,91,3.142857142857143,110,0,1,7,1,2.0,0,1,2,0,0,0,3,1
73,73,73,98,2.7142857142857144,95,3,1,6,1,1.0,0,0,0,1,1,0,3,1
65,65,65,64,2.142857142857143,75,2,1,9,2,1.0,1,1,1,1,0,0,2,0
99,99,99,66,2.2857142857142856,80,1,1,7,0,1.0,2,2,0,1,0,0,3,0
89,89,89,98,4.571428571428571,160,2,1,5,0,0.0,2,2,2,1,1,0,3,1
98,98,98,62,2.857142857142857,100,0,2,6,2,2.0,1,1,2,1,0,0,3,0
69,69,69,99,3.5714285714285716,125,1,1,8,0,2.0,2,1,0,0,0,0,3,1
65,65,65,60,2.142857142857143,75,1,1,9,1,2.0,0,0,1,1,0,0,5,0
70,70,70,95,2.142857142857143,75,2,1,8,2,2.0,1,0,2,1,0,1,3,1
76,76,76,72,3.7142857142857144,130,1,1,8,1,1.0,0,1,1,1,0,0,3,1
87,87,87,98,1.7142857142857142,60,2,1,6,0,1.0,1,2,0,1,1,0,3,1
94,94,94,73,2.5714285714285716,90,1,2,7,1,1.0,1,2,2,1,1,0,3,1
73,73,73,86,2.857142857142857,100,3,1,7,2,0.0,1,2,0,1,0,1,3,1
64,64,64,63,3.0,105,0,1,7,1,1.0,0,1,0,1,0,0,3,0
66,66,66,70,2.7142857142857144,95,1,1,7,2,0.0,1,0,2,1,1,0,4,0
85,85,85,91,3.142857142857143,110,2,0,6,2,1.0,2,1,1,1,1,0,2,1
78,78,78,81,3.4285714285714284,120,1,1,8,1,1.0,2,1,0,1,0,0,2,1
74,74,74,97,3.4285714285714284,120,0,2,5,2,0.0,1,1,1,1,0,0,5,1
60,60,60,77,2.0,70,1,0,5,1,2.0,0,1,2,1,1,0,3,0
94,94,94,95,2.5714285714285716,90,6,1,6,1,2.0,1,2,0,1,0,0,3,1
89,89,89,78,3.857142857142857,135,0,0,8,1,1.0,1,2,0,1,0,0,3,1
57,57,57,99,3.5714285714285716,125,1,1,8,0,0.0,2,1,1,1,1,0,3,1
68,68,68,98,1.7142857142857142,60,3,1,4,1,2.0,1,2,0,1,0,0,2,1
77,77,77,73,3.142857142857143,110,1,1,8,1,1.0,1,0,2,1,0,0,3,0
73,73,73,95,1.1428571428571428,40,2,0,7,1,1.0,1,1,1,1,1,0,2,0
70,70,70,94,2.857142857142857,100,1,2,6,1,1.0,1,1,1,1,0,0,2,1
86,86,86,68,4.428571428571429,155,1,0,7,2,1.0,2,1,0,1,1,0,3,1
53,53,53,85,2.0,70,4,1,5,1,1.0,1,0,1,1,0,0,3,0
74,74,74,63,2.142857142857143,75,4,1,7,2,1.0,0,0,0,1,0,0,2,0
63,63,63,93,3.5714285714285716,125,2,1,5,2,1.0,2,2,2,1,0,0,2,1
54,54,54,67,1.5714285714285714,55,0,0,6,1,1.0,2,1,0,1,0,0,3,0
73,73,73,63,2.2857142857142856,80,0,1,6,1,1.0,1,2,1,1,0,0,4,0
59,59,59,76,3.4285714285714284,120,2,1,8,1,1.0,2,0,1,1,0,0,4,0
63,63,63,83,2.2857142857142856,80,0,1,7,2,1.0,1,1,1,1,0,0,3,0
75,75,75,94,2.7142857142857144,95,1,1,8,0,1.0,0,1,1,1,0,0,3,1
99,99,99,99,3.4285714285714284,120,0,1,5,1,1.0,2,1,0,1,0,0,3,1
84,84,84,78,3.2857142857142856,115,0,2,7,0,1.0,1,1,0,1,1,0,3,0
64,64,64,62,3.142857142857143,110,0,1,8,1,1.0,1,1,0,1,0,0,3,0
69,69,69,90,2.5714285714285716,90,1,1,9,1,2.0,2,2,2,1,1,0,3,1
70,70,70,83,3.142857142857143,110,2,2,5,0,1.0,2,1,0,1,0,0,3,0
58,58,58,78,2.7142857142857144,95,1,1,6,1,1.0,1,1,0,1,0,0,3,0
58,58,58,72,3.2857142857142856,115,2,1,8,2,2.0,2,1,0,0,1,0,2,0
57,57,57,80,2.4285714285714284,85,4,1,9,2,1.0,2,2,0,1,0,0,2,1
76,76,76,74,2.7142857142857144,95,1,2,7,1,1.0,1,1,2,1,0,0,3,0
84,84,84,90,2.0,70,0,1,5,2,1.0,0,1,0,1,0,0,3,1
80,80,80,82,2.857142857142857,100,3,1,5,2,1.0,1,1,0,1,0,1,1,1
99,99,99,95,2.142857142857143,75,0,0,7,0,2.0,1,1,2,1,0,0,2,1
56,56,56,82,1.8571428571428572,65,2,0,8,1,2.0,1,2,0,1,1,0,3,0
99,99,99,70,3.142857142857143,110,1,1,7,2,2.0,2,0,0,1,1,0,2,0
73,73,73,94,3.0,105,0,0,5,1,2.0,1,2,1,1,0,0,3,1
61,61,61,82,3.5714285714285716,125,1,0,9,2,1.0,0,1,2,1,0,0,2,1
97,97,97,68,2.4285714285714284,85,2,2,6,1,0.0,0,1,2,1,0,0,3,0
73,73,73,85,3.142857142857143,110,1,2,8,0,1.0,2,2,1,1,1,0,3,1
67,67,67,74,3.2857142857142856,115,3,1,4,1,1.0,0,1,2,1,1,0,5,0
61,61,61,94,3.2857142857142856,115,0,1,9,1,1.0,0,2,1,0,0,1,1,1
63,63,63,78,2.142857142857143,75,1,2,6,1,1.0,1,1,1,1,1,1,2,0
99,99,99,89,3.0,105,0,1,9,1,1.0,0,1,1,1,1,0,3,1
65,65,65,64,3.142857142857143,110,2,0,8,1,1.0,1,1,1,1,1,0,4,0
99,99,99,76,2.857142857142857,100,3,0,5,1,2.0,0,2,1,0,0,0,3,1
67,67,67,99,1.0,35,1,0,7,0,2.0,1,2,2,0,1,0,4,0
62,62,62,92,3.0,105,1,1,9,2,0.0,2,0,1,1,0,0,2,1
59,59,59,66,4.714285714285714,165,3,1,6,1,1.0,2,1,2,1,0,0,2,1
71,71,71,71,2.5714285714285716,90,1,1,9,2,2.0,2,1,1,1,0,0,3,0
62,62,62,73,2.2857142857142856,80,0,1,8,2,2.0,1,1,2,1,1,0,2,0
85,85,85,86,3.142857142857143,110,1,1,9,1,1.0,0,0,1,1,0,0,3,1
62,62,62,90,3.142857142857143,110,0,0,7,0,1.0,2,1,1,1,0,0,3,0
92,92,92,90,3.857142857142857,135,0,1,7,2,1.0,1,2,0,1,1,0,3,1
92,92,92,80,1.7142857142857142,60,1,2,10,2,2.0,2,2,2,1,0,0,3,1
64,64,64,92,3.4285714285714284,120,1,2,8,0,2.0,1,2,2,1,1,0,3,1
88,88,88,77,3.4285714285714284,120,1,0,7,2,1.0,0,2,2,1,0,0,5,1
93,93,93,65,2.7142857142857144,95,1,0,8,0,2.0,1,1,1,1,1,0,4,0
80,80,80,83,3.142857142857143,110,2,1,6,0,1.0,2,2,1,1,0,0,5,1
68,68,68,98,3.7142857142857144,130,4,1,7,1,1.0,2,1,0,1,0,0,1,1
72,72,72,92,3.5714285714285716,125,1,1,9,0,1.0,0,2,0,1,0,0,5,1
89,89,89,83,1.8571428571428572,65,1,1,7,2,1.0,1,1,0,1,0,0,4,1
65,65,65,86,3.5714285714285716,125,2,1,6,2,2.0,2,1,1,1,0,0,5,1
67,67,67,97,2.857142857142857,100,1,0,6,1,2.0,2,2,0,1,1,0,3,1
58,58,58,77,2.857142857142857,100,0,2,7,0,1.0,1,2,2,1,0,0,3,0
70,70,70,73,2.857142857142857,100,3,0,6,1,2.0,1,2,2,1,0,0,4,1
54,54,54,99,2.7142857142857144,95,0,0,5,1,1.0,1,2,1,1,0,0,2,1
66,66,66,95,3.857142857142857,135,3,0,5,1,1.0,1,1,1,1,0,0,4,1
69,69,69,73,2.7142857142857144,95,1,2,9,0,0.0,2,2,0,1,0,0,4,0
63,63,63,79,1.8571428571428572,65,3,0,7,1,1.0,1,2,2,0,1,0,2,0
55,55,55,77,2.5714285714285716,90,3,2,7,1,1.0,1,2,2,0,1,1,3,0
76,76,76,66,3.0,105,3,0,6,2,1.0,1,1,0,1,1,0,1,0
93,93,93,98,3.857142857142857,135,0,0,6,2,1.0,1,0,0,1,1,0,4,1
67,67,67,76,3.4285714285714284,120,2,1,6,1,1.0,0,1,2,1,0,0,3,1
62,62,62,95,2.142857142857143,75,0,2,7,1,1.0,0,1,2,1,0,0,3,1
64,64,64,68,5.0,175,0,1,5,0,0.0,2,2,2,1,0,1,4,0
93,93,93,82,3.142857142857143,110,2,0,9,1,1.0,1,1,0,1,0,0,2,1
76,76,76,61,4.0,140,1,2,7,2,2.0,2,1,1,1,0,0,4,0
57,57,57,91,2.7142857142857144,95,3,0,7,1,2.0,0,2,2,1,0,0,3,1
85,85,85,83,3.2857142857142856,115,2,1,8,0,1.0,1,0,0,1,1,1,2,0
58,58,58,85,3.5714285714285716,125,2,1,8,1,2.0,1,1,1,1,0,0,4,1
53,53,53,62,3.857142857142857,135,1,0,6,2,1.0,2,1,1,1,0,0,2,0
63,63,63,68,3.7142857142857144,130,2,1,8,1,2.0,2,1,0,1,0,0,3,0
58,58,58,63,3.5714285714285716,125,1,1,8,0,1.0,2,1,2,1,0,0,1,0
80,80,80,72,2.5714285714285716,90,1,2,7,2,2.0,0,2,2,1,0,1,2,0
74,74,74,85,2.4285714285714284,85,1,1,9,1,1.0,1,1,1,1,1,0,2,0
86,86,86,83,3.142857142857143,110,3,1,8,1,0.0,0,0,1,1,0,0,4,1
76,76,76,84,3.7142857142857144,130,5,1,8,1,2.0,1,1,1,1,0,0,2,1
71,71,71,82,2.7142857142857144,95,1,1,9,2,2.0,1,0,0,1,1,0,3,0
76,76,76,71,3.7142857142857144,130,3,1,7,2,1.0,2,1,0,1,0,0,2,1
72,72,72,70,4.142857142857143,145,1,0,7,1,1.0,2,0,1,1,0,0,4,0
52,52,52,65,2.142857142857143,75,4,1,8,0,1.0,1,2,0,1,1,1,3,0
84,84,84,94,2.142857142857143,75,0,1,7,1,2.0,2,1,1,1,0,0,2,1
98,98,98,85,2.7142857142857144,95,2,1,8,0,0.0,1,0,1,1,1,0,4,0
71,71,71,67,3.142857142857143,110,1,0,6,0,2.0,1,1,1,1,0,0,4,0
71,71,71,67,2.4285714285714284,85,3,1,4,1,2.0,0,1,1,1,0,0,2,0
52,52,52,95,4.0,140,3,2,8,0,2.0,0,1,2,1,0,0,4,1
95,95,95,90,3.2857142857142856,115,2,0,5,2,1.0,0,1,0,1,0,0,2,1
96,96,96,86,2.857142857142857,100,1,1,6,0,0.0,1,2,2,1,0,1,2,0
91,91,91,76,1.5714285714285714,55,1,0,8,1,2.0,1,1,2,1,1,1,3,0
55,55,55,70,1.7142857142857142,60,2,1,8,0,2.0,0,1,1,1,0,0,4,0
95,95,95,99,3.142857142857143,110,2,1,9,1,0.0,0,2,0,1,0,1,4,1
51,51,51,92,1.0,35,0,1,4,0,1.0,2,1,2,1,0,0,1,0
72,72,72,72,3.7142857142857144,130,2,0,7,1,0.0,1,0,1,1,0,0,4,0
75,75,75,94,2.7142857142857144,95,2,1,7,2,1.0,0,0,2,1,0,0,5,1
92,92,92,90,5.571428571428571,195,2,2,8,2,2.0,1,2,1,1,1,0,1,1
88,88,88,72,4.857142857142857,170,1,0,9,1,1.0,2,2,2,1,1,0,3,1
90,90,90,77,2.7142857142857144,95,1,0,5,0,2.0,1,1,0,1,1,0,3,0
93,93,93,67,2.7142857142857144,95,0,2,7,0,1.0,2,1,1,1,0,0,4,0
74,74,74,64,3.7142857142857144,130,3,0,8,2,2.0,1,0,1,1,0,0,2,0
89,89,89,89,4.285714285714286,150,3,1,6,1,1.0,1,1,2,1,0,0,3,1
53,53,53,71,1.4285714285714286,50,4,0,10,1,1.0,2,0,2,1,1,0,3,0
72,72,72,93,1.2857142857142858,45,1,0,6,2,1.0,2,0,1,1,0,0,2,0
52,52,52,100,2.2857142857142856,80,4,1,7,2,1.0,0,2,0,1,0,0,4,1
96,96,96,63,3.2857142857142856,115,2,1,5,2,1.0,1,1,2,1,0,0,2,0
98,98,98,79,3.2857142857142856,115,0,0,7,2,2.0,1,0,1,1,0,0,4,1
54,54,54,92,3.7142857142857144,130,2,1,4,1,1.0,2,2,2,1,0,0,4,1
77,77,77,92,1.8571428571428572,65,2,1,7,2,1.0,2,2,2,1,0,0,4,1
66,66,66,90,0.8571428571428571,30,2,1,9,1,2.0,2,1,1,1,0,0,2,0
67,67,67,74,3.5714285714285716,125,1,2,5,2,1.0,2,2,1,1,0,0,5,1
73,73,73,78,2.142857142857143,75,0,1,5,1,2.0,2,1,2,1,1,1,1,0
56,56,56,84,1.1428571428571428,40,1,0,9,1,1.0,2,0,0,1,0,0,2,0
59,59,59,99,3.0,105,1,0,9,1,2.0,0,0,2,1,0,0,2,1
79,79,79,73,3.5714285714285716,125,1,1,5,0,1.0,1,1,0,1,1,0,5,0
51,51,51,97,2.7142857142857144,95,3,2,10,1,2.0,1,0,0,1,0,0,4,1
80,80,80,71,2.4285714285714284,85,2,0,8,1,0.0,1,1,2,1,0,0,3,0
66,66,66,100,2.7142857142857144,95,1,2,9,1,1.0,0,0,2,1,0,1,4,1
92,92,92,87,2.5714285714285716,90,1,0,6,1,1.0,1,1,0,1,1,0,4,1
80,80,80,79,1.7142857142857142,60,1,0,9,1,1.0,2,0,2,1,0,0,2,0
85,85,85,85,2.2857142857142856,80,1,2,7,0,2.0,1,1,1,1,0,0,2,0
56,56,56,71,3.2857142857142856,115,1,0,7,1,0.0,2,1,1,1,1,0,4,0
63,63,63,71,3.142857142857143,110,2,1,8,2,2.0,0,1,1,1,0,0,2,0
100,100,100,65,3.0,105,3,1,6,1,1.0,1,1,1,1,0,0,4,0
72,72,72,65,2.0,70,3,0,5,1,2.0,0,2,0,1,1,0,2,0
68,68,68,74,2.7142857142857144,95,2,1,7,1,2.0,0,2,0,1,0,0,2,0
94,94,94,91,1.0,35,3,2,7,2,1.0,1,1,2,0,0,0,3,1
52,52,52,84,3.0,105,2,1,6,1,2.0,0,1,2,1,0,0,5,1
77,77,77,64,4.142857142857143,145,0,1,9,0,2.0,0,1,0,1,0,0,2,0
61,61,61,94,1.5714285714285714,55,1,1,10,2,0.0,1,0,1,1,0,0,3,0
68,68,68,84,2.2857142857142856,80,3,0,6,2,1.0,1,0,1,0,1,0,3,0
